"Title","Publication Year","Medline PMID","PUI"
"A randomized controlled study of 5 and 10 days treatment with phenoxymethylpenicillin for pharyngotonsillitis caused by streptococcus group A - a protocol study","2016",27618925,L612096559
"The effect of diabetes mellitus on outcomes of patients with nosocomial pneumonia caused by methicillin-resistant Staphylococcus aureus: Data from a prospective double-blind clinical trial comparing treatment with linezolid versus vancomycin","2016",27600290,L611978050
"Effect of oral cranberry extract (standardized proanthocyanidin-A) in patients with recurrent UTI by pathogenic E. coli: a randomized placebo-controlled clinical research study","2016",27314247,L610891590
"Use of PNA FISH for blood cultures growing Gram-positive cocci in chains without a concomitant antibiotic stewardship intervention does not improve time to appropriate antibiotic therapy","2016",27412814,L611207228
"Short- versus long-duration levofloxacin plus rifampicin for acute staphylococcal prosthetic joint infection managed with implant retention: a randomised clinical trial","2016",27524103,L611691155
"Pro-con debate: Catheters and not adjuvants are the best way to prolong analgesia-pro","2016",,L612173080
"Hysteroscopic proximal tubal occlusion versus laparoscopic salpingectomy as a treatment for hydrosalpinges prior to IVF or ICSI: An RCT","2016",27209341,L612436258
"Staples or sutures for wound closure after total hip arthroplasty, a multicenter randomized controlled trial","2016",,L613187777
"Duration of antibiotic treatment in community-acquired pneumonia: A multicenter randomized clinical trial","2016",27455166,L613499414
"Procalcitonin guided antibiotic therapy in severe community-acquired pneumonia. Randomized controlled trial","2016",,L618007944
"Value of glucocorticoid steroids in the treatment of patients with severe community-acquired pneumonia complicated with septic shock","2016",,L622486791
"An evaluation of antibiotic prescribing practices upon hospital discharge","2016",,L627784003
"The natural history of antibiotic-treated limb cellulitis: Data derived from a randomised trial of cellulitis of over 400 patients allows the determination of time to recovery and clarifies the utility of systemic observations, blood tests, pain scores, and local limb measurements","2016",,L627805008
"Sequential intravenous high dose oral antibiotics in the treatment of osteoarticular infections in children: A randomized controlled trial","2016",,L627805263
"Treatment of prosthetic joint infection: Debridement, antibiotics and implant retention with short duration of rifampicin","2016",,L627805554
"The potential of molecular diagnostics and serum procalcitonin levels to change the antibiotic management of community-acquired pneumonia","2016",,L627805627
"Efficacy and safety of procalcitonin-guided decision making in neonates suspected of early onset sepsis: The neopins study-an international, multicenter non-inferiority randomized controlled intervention trial","2016",,L627805661
"Efficacy of bezlotoxumab in patients receiving metronidazole, vancomycin, or fidaxomicin for treatment of clostridium difficile infection (CDI)","2016",,L627805750
"Two phase 3 trials of adalimumab for hidradenitis suppurativa","2016",27518661,L611576285
"The effect of azithromycin on the immunogenicity of oral poliovirus vaccine: a double-blind randomised placebo-controlled trial in seronegative Indian infants","2016",27156189,L610234153
"Ten-day empirical sequential or concomitant therapy is more effective than triple therapy for Helicobacter pylori eradication: A multicenter, prospective study","2016",27257049,L610888990
"Obesity Is Not Associated with Antimicrobial Treatment Failure for Intra-Abdominal Infection","2016",27027416,L611439173
"Lack of efficacy of an intradural somatic-to-autonomic nerve anastomosis (Xiao procedure) for bladder control in children with myelomeningocele and lipomyelomeningocele: Results of a prospective, randomized, double-blind study","2016",27137626,L611593794
"Patient's perceptions on the use of prophylaxis antibiotics for recurrent urinary tract infection when using intermittent selfcatheterisation","2016",,L611637533
"The inter-rater reliability of the diagnosis of surgical site infection in the context of a clinical trial","2016",,L611874951
"Association ofureteric stent placement/ duration and pyelonephritis in vesicovaginal fistula patients","2016",,L72342494
"Study protocol, rationale and recruitment in a European multi-centre randomized controlled trial to determine the efficacy and safety of azithromycin maintenance therapy for 6 months in primary ciliary dyskinesia","2016",27450411,L611294603
"Effectiveness of biomarker-based exclusion of ventilator-acquired pneumonia to reduce antibiotic use (VAPrapid-2): Study protocol for a randomised controlled trial","2016",27422026,L611209812
"A phase 3, multi-center, multinational, randomized, double-blind, placebo-controlled study to evaluate the efficacy and safety of levofloxacin inhalation solution (APT-1026) in stable cystic fibrosis patients","2016",26852040,L608164597
"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment in critically ill patients: A randomised, controlled, open-label trial","2016",26947523,L609130405
"A randomized, prospective study of pediatric patients with community-acquired pneumonia treated with ceftaroline versus ceftriaxone","2016",27093162,L610067920
"Characteristics and outcomes of complicated intra-abdominal infections involving Pseudomonas aeruginosa from a randomized, double-blind, phase 3 ceftolozane-tazobactam study","2016",27139477,L611027866
"Sequential versus concomitant therapy for eradication of Helicobacter Pylori in patients with perforated duodenal ulcer: A randomized trial","2016",27488326,L611903155
"Point-of-care procalcitonin test to reduce antibiotic exposure in patients hospitalized with acute exacerbation of COPD","2016",27382274,L610917970
"Three months of weekly rifapentine and isoniazid for treatment of Mycobacterium tuberculosis infection in HIV-coinfected persons","2016",27243774,L609136086
"A Randomized Trial of Clindamycin Versus Trimethoprim-sulfamethoxazole for Uncomplicated Wound Infection","2016",27025829,L610735380
"Antibiotic treatment for intermittent bladder catheterisation with once daily prophylaxis (the AnTIC study): Study protocol for a randomised controlled trial","2016",27259552,L610583681
"Doxycycline for prevention of erlotinib-induced rash in patients with non-small-cell lung cancer (NSCLC) after failure of first-line chemotherapy: A randomized, open-label trial","2016",26946985,L608826999
"Prospective open-label randomized comparative, non-inferiority study of two initial antibiotic strategies for patients with nursing- and healthcare-associated pneumonia: Guideline-concordant therapy versus empiric therapy","2016",27062334,L609642725
"Are prophylactic postoperative antibiotics necessary for immediate breast reconstruction? Results of a prospective randomized clinical trial","2016",27106640,L610048165
"Procalcitonin-guided protocol is not useful to manage antibiotic therapy in febrile neutropenia: a randomized controlled trial","2016",27118539,L610149393
"The Betadine trial - Antiseptic wound irrigation prior to skin closure at caesarean section to prevent surgical site infection: A randomised controlled trial","2016",26847398,L610621842
"Safety and efficacy of minimally invasive video-assisted ablation of pilonidal sinus: A randomized clinical trial","2016",26819186,L610869390
"Thulium Laser Enucleation Versus Plasmakinetic Enucleation of the Prostate: A Randomized Trial of a Single Center","2016",26886719,L610913074
"Comparison of single dose of cefazolion versus single dose of cefazolin plus seven days cephalexin prophylactic therapy in postoperative infections after elective cesarean section and immediate adverse effect of antibiotic on infants","2016",,L611888911
"Clinical features associated with higher mortality in adults with septic arthritis-a 10-year retrospective study","2016",,L612778517
"Colistin in non-cystic fibrosis chronic lung disease","2016",,L622674475
"Arandomized, parallel-group study to evaluate the efficacy of umeclidinium/vilanterol 62.5/25 μg on health-related quality of life in patients with COPD","2016",27274218,L610490968
"A randomized open label study of 'imipenem vs. cefepime' in spontaneous bacterial peritonitis","2016",26474358,L607040130
"Syndrome Evaluation System (SES) versus Blood Culture (BACTEC) in the Diagnosis and Management of Neonatal Sepsis - A Randomized Controlled Trial","2016",26732807,L607580779
"Alternating mupirocin/gentamicin is associated with increased risk of fungal peritonitis as compared with gentamicin alone-results of a randomized open-label controlled trial","2016",27044796,L610521891
"Clinical outcomes of short-course versus long-course treatment with ceftolozane/tazobactam and meropenem for complicated intraabdominal infections","2016",,L626949633
"Novel method allows proof of superiority in antibiotic trials using smaller cohorts","2016",,L626949684
