"","PMID","PUI","Title"
"489",25658564,NA,"Postprescription review improves in-hospital antibiotic use: a multicenter randomized controlled trial"
"490",25623485,NA,"Meropenem versus piperacillin-tazobactam for definitive treatment of bloodstream infections due to ceftriaxone non-susceptible Escherichia coli and Klebsiella spp (the MERINO trial): study protocol for a randomised controlled trial"
"491",25616551,NA,"Probiotics in addition to antibiotics for the treatment of acute tonsillitis: a randomized, placebo-controlled study"
"492",25610505,NA,"Quantitative culture of endotracheal aspirate and BAL fluid samples in the management of patients with ventilator-associated pneumonia: a randomized clinical trial"
"493",25593496,NA,"Seven-day quintuple regimen as a rescue therapy for Helicobacter pylori eradication"
"494",25575262,NA,"Synbiotics in Surgery for Chronic Pancreatitis: Are They Truly Effective? A Single-blind Prospective Randomized Control Trial"
"495",25509895,NA,"[Clinical efficacy of the antimicrobial drug furamag in nosocomial urinary tract infections]"
"496",25493970,NA,"Invasive Candida infections and the harm from antibacterial drugs in critically ill patients: data from a randomized, controlled trial to determine the role of ciprofloxacin, piperacillin-tazobactam, meropenem, and cefuroxime"
"497",25489785,NA,"Daily rifapentine for treatment of pulmonary tuberculosis. A randomized, dose-ranging trial"
"498",25487791,NA,"Assessment of time to clinical response, a proxy for discharge readiness, among hospitalized patients with community-acquired pneumonia who received either ceftaroline fosamil or ceftriaxone in two phase III FOCUS trials"
"499",25483421,NA,"Evaluation of efficacy of skin cleansing with chlorhexidine in prevention of neonatal nosocomial sepsis - a randomized controlled trial"
"501",25456370,NA,"Everolimus for subependymal giant cell astrocytoma in patients with tuberous sclerosis complex: 2-year open-label extension of the randomised EXIST-1 study"
"502",25448332,NA,"A randomized phase 2 study comparing two doses of delafloxacin with tigecycline in adults with complicated skin and skin-structure infections"
"503",25445613,NA,"The bacterial lysate Lantigen B reduces the number of acute episodes in patients with recurrent infections of the respiratory tract: the results of a double blind, placebo controlled, multicenter clinical trial"
"504",25434645,NA,"Chlorhexidine - a novel intervention to decrease the nursery stay and antibiotic exposure duration - randomized trial"
"505",25414157,NA,"Six-week versus twelve-week antibiotic therapy for nonsurgically treated diabetic foot osteomyelitis: a multicenter open-label controlled randomized study"
"506",25400470,NA,"Commercially available probiotic drinks containing Lactobacillus casei DN-114001 reduce antibiotic-associated diarrhea"
"507",25345982,NA,"Targeting of rifamycin SV to the colon for treatment of travelers' diarrhea: a randomized, double-blind, placebo-controlled phase 3 study"
"508",25318999,NA,"Persistent Lyme Empiric Antibiotic Study Europe (PLEASE)--design of a randomized controlled trial of prolonged antibiotic treatment in patients with persistent symptoms attributed to Lyme borreliosis"
"509",25295709,NA,"Procalcitonin algorithm in critically ill adults with undifferentiated infection or suspected sepsis. A randomized controlled trial"
"510",25263498,NA,"Single-dose compared with multiple day antibiotic prophylaxis for cesarean section in low-resource settings, a randomized controlled, noninferiority trial"
"511",25260393,NA,"Effects of traditional Chinese medicine Fu Zheng decoction on the immunological function and clinical prognosis of the elderly patients with pneumonia"
"512",25253123,NA,"Influence of lung function on course of disease and response to antibiotic therapy in adult primary care patients with acute cough: a post hoc analysis of patients enrolled in a prospective multicentre study"
"513",25246664,NA,"Inhaled mannitol for non-cystic fibrosis bronchiectasis: a randomised, controlled trial"
"514",25245226,NA,"Comparison of Lactobacillus reuteri and nystatin prophylaxis on Candida colonization and infection in very low birth weight infants"
"515",25230866,NA,"[Comparison of 3-hour and 30-minute infusion regimens for meropenem in patients with hospital acquired pneumonia in intensive care unit: a randomized controlled clinical trial]"
"516",25205320,NA,"Probiotics and vitamin C for the prevention of respiratory tract infections in children attending preschool: a randomised controlled pilot study"
"517",25196020,NA,"Four-month moxifloxacin-based regimens for drug-sensitive tuberculosis"
"518",25169846,NA,"Additional treatment with clarithromycin reduces fever duration in patients with influenza"
"519",25144794,NA,"Time to symptom resolution in young children treated for pulmonary tuberculosis"
"520",25130297,NA,"A randomized controlled clinical trial of levofloxacin 750 mg versus 500 mg intravenous infusion in the treatment of community-acquired pneumonia"
"521",25130289,NA,"A randomized trial of cefozopran versus cefepime as empirical antibiotic treatment of febrile neutropenia in pediatric cancer patients"
"522",25091790,NA,"De-escalation versus continuation of empirical antimicrobial treatment in severe sepsis: a multicenter non-blinded randomized noninferiority trial"
"523",25060372,NA,"Management practices and major infections after cardiac surgery"
"524",25038794,NA,"Chronic bacterial prostatitis: efficacy of short-lasting antibiotic therapy with prulifloxacin (Unidrox®) in association with saw palmetto extract, lactobacillus sporogens and arbutin (Lactorepens®)"
"525",25037854,NA,"Is C-reactive protein testing useful to predict outcome in patients with acute bronchitis?"
"526",25028463,NA,"Sputum culture conversion with moxifloxacin-containing regimens in the treatment of patients with newly diagnosed sputum-positive pulmonary tuberculosis in South India"
"527",24974155,NA,"Corticosteroid treatment for community-acquired pneumonia--the STEP trial: study protocol for a randomized controlled trial"
"528",24934986,NA,"Comparison of two durations of triple-drug therapy in patients with uncomplicated brucellosis: A randomized controlled trial"
"529",24901856,NA,"Helicobacter pylori eradication in renal recipient: triple or quadruple therapy?"
"530",24898101,NA,"Early oral antibiotic switch compared with conventional intravenous antibiotic therapy for acute cholangitis with bacteremia"
"531",24888705,NA,"Comparing clinical attachment level and pocket depth for predicting periodontal disease progression in healthy sites of patients with chronic periodontitis using multi-state Markov models"
"532",24885384,NA,"Comparing short to standard duration of antibiotic therapy for patients hospitalized with cellulitis (DANCE): study protocol for a randomized controlled trial"
"533",24843061,NA,"Follow-up formula consumption in 3- to 4-year-olds and respiratory infections: an RCT"
"534",24707145,NA,"Rabeprazole, clarithromycin, and amoxicillin Helicobacter pylori eradication therapy: report of an efficacy study"
"535",24684103,NA,"[Electroacupuncture intervention combined with general anesthesia for 80 cases of heart valve replacement surgery under cardiopulmonary bypass]"
"536",24639271,NA,"Diarrhea in preschool children and Lactobacillus reuteri: a randomized controlled trial"
"537",24636266,NA,"Procalcitonin-guided antibiotic therapy in aspiration pneumonia and an assessment of the continuation of oral intake"
"538",24629635,NA,"Aptamer-based proteomic signature of intensive phase treatment response in pulmonary tuberculosis"
"539",24612093,NA,"Feasibility of shortening 14-day hybrid therapy while maintaining an excellent Helicobacter pylori eradication rate"
"540",24603565,NA,"Delayed antibiotic prescribing strategies for respiratory tract infections in primary care: pragmatic, factorial, randomised controlled trial"
"541",24593917,NA,"The efficacy of oral azithromycin in clearing ocular chlamydia: mathematical modeling from a community-randomized trachoma trial"
"542",24593273,NA,"Comparison of long-term and short-term administration of itraconazole for primary antifungal prophylaxis in recipients of allogeneic hematopoietic stem cell transplantation: a multicenter, randomized, open-label trial"
"543",24576886,NA,"Collagen cross-linking with photoactivated riboflavin (PACK-CXL) for the treatment of advanced infectious keratitis with corneal melting"
"544",24574052,NA,"Clinical and microbiological effects of levofloxacin in the treatment of chronic periodontitis: a randomized, placebo-controlled clinical trial"
"545",24567620,NA,"Amoxicillin for acute lower respiratory tract infection in primary care: subgroup analysis of potential high-risk groups"
"546",24554302,NA,"Prulifloxacin vs fosfomycin for prophylaxis in female patients with recurrent UTIs: a non-inferiority trial"
"547",24467988,NA,"PRImary care Streptococcal Management (PRISM) study: in vitro study, diagnostic cohorts and a pragmatic adaptive randomised controlled trial with nested qualitative study and cost-effectiveness study"
"548",24463669,NA,"Oral antibiotics to prevent postoperative urinary tract infection: a randomized controlled trial"
"549",24461664,NA,"Long-term azithromycin for Indigenous children with non-cystic-fibrosis bronchiectasis or chronic suppurative lung disease (Bronchiectasis Intervention Study): a multicentre, double-blind, randomised controlled trial"
"550",24456438,NA,"A randomized clinical trial evaluating prophylactic single-dose vs prolonged course of antibiotics for caesarean section in a high HIV-prevalence setting"
"551",24448262,NA,"Cohort and age effects of mass drug administration on prevalence of trachoma: a longitudinal study in rural Tanzania"
"552",24439191,NA,"[The prophylactic effect of ceftazidime on early bacterial infection after autologous peripheral blood stem cell transplantation: a prospective randomized controlled trial]"
"553",24433264,NA,"Intracutaneous suture versus transcutaneous skin stapling for closure of midline or horizontal skin incision in elective abdominal surgery and their outcome on superficial surgical site infections--INTRANS: study protocol for a randomized controlled trial"
"554",24429536,NA,"Zinc as an adjunct to the treatment of severe pneumonia in Ecuadorian children: a randomized controlled trial"
"555",24332466,NA,"Treatment of intertrochanteric fractures in elderly highrisk patients: dynamic hip screw vs. external fixation"
"556",24311316,NA,"Prevention and treatment of diarrhoea with Saccharomyces boulardii in children with acute lower respiratory tract infections"
"557",24309198,NA,"A high-dose preparation of lactobacilli and bifidobacteria in the prevention of antibiotic-associated and Clostridium difficile diarrhoea in older people admitted to hospital: a multicentre, randomised, double-blind, placebo-controlled, parallel arm trial (PLACIDE)"
"558",24300626,NA,"A comparison of the pharmacokinetics of Aspen Ceftriaxone and Rocephin in community-acquired meningitis"
"559",24291194,NA,"Probiotics reduce symptoms of antibiotic use in a hospital setting: a randomized dose response study"
"560",24274912,NA,"Eradication of carbapenem-resistant Enterobacteriaceae gastrointestinal colonization with nonabsorbable oral antibiotic treatment: A prospective controlled trial"
"561",24244325,NA,"Use of a computerized C-reactive protein (CRP) based sepsis evaluation in very low birth weight (VLBW) infants: a five-year experience"
