"","PMID","title","Publication.Year","relevent","dur_trial","reason_exclude","Comments","short_dur","long_dur","fu_period"
"599",10511404,"An open, randomized, multicentre study comparing the use of low-dose ceftazidime or cefotaxime, both in combination with netilmicin, in febrile neutropenic patients. German Multicentre Study Group",1999,NA,NA,NA,NA,NA,NA,NA
"600",10554373,"Duration of antibiotic prophylaxis in high-risk patients with penetrating abdominal trauma: a prospective randomized trial",1999,NA,NA,NA,NA,NA,NA,NA
"601",10563400,"Comparison of meropenem with amikacin plus ceftazidime in the empirical treatment of febrile neutropenia: a prospective randomised multicentre trial in patients without previous prophylactic antibiotics. Meropenem Study Group of Turkey",1999,NA,NA,NA,NA,NA,NA,NA
"602",10602739,"Ciprofloxacin, lomefloxacin, or levofloxacin as treatment for chronic osteomyelitis",2000,0,0,"Study design (not RCT)","",NA,NA,NA
"603",10634735,"Penicillin for acute sore throat: randomised double blind trial of seven days versus three days treatment or placebo in adults",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"604",10657866,"Oral ciprofloxacin vs. intravenous ceftriaxone administered in an outpatient setting for fever and neutropenia in low-risk pediatric oncology patients: randomized prospective trial",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"605",10735395,"Comparison of ciprofloxacin (7 days) and trimethoprim-sulfamethoxazole (14 days) for acute uncomplicated pyelonephritis pyelonephritis in women: a randomized trial",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"606",10737842,"Amoxicillin for fever and sore throat due to non-exudative pharyngotonsillitis: beneficial or harmful?",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"607",10749463,"Randomized trial of four vs. seven days of ceftriaxone treatment for bacterial meningitis in children with rapid initial recovery",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"608",10782908,"Amoxicillin-clavulanic acid versus cefotaxime in the therapy of bacterial infections in cirrhotic patients",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"609",10792117,"Rifaximin versus chlortetracycline in the short-term treatment of small intestinal bacterial overgrowth",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"610",10811678,"Rifampin does not improve the efficacy of quinolone antibacterial prophylaxis in neutropenic cancer patients: results of a randomized clinical trial",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"611",10819344,"Five vs. ten days of antibiotic therapy for acute otitis media in young children",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"612",10829886,"Do neonates with meconium aspiration syndrome require antibiotics?",1995,NA,NA,NA,NA,NA,NA,NA
"613",10858333,"Clinical efficacy of intravenous followed by oral azithromycin monotherapy in hospitalized patients with community-acquired pneumonia. The Azithromycin Intravenous Clinical Trials Group",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"614",10877166,"Treatment of shigellosis with cefixime: two days vs. five days",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"615",10928373,"Comparison of the efficacy of ceftibuten and norfloxacin in the treatment of acute gastrointestinal infection in children",1999,NA,NA,NA,NA,NA,NA,NA
"616",10933649,"Comparative efficacy of 5 days of dirithromycin and 7 days of erythromycin in skin and soft tissue infections",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"617",10934078,"Short-course empiric antibiotic therapy for patients with pulmonary infiltrates in the intensive care unit. A proposed solution for indiscriminate antibiotic prescription",2000,1,1,"","Antimicrobial resistance and/or superinfections were documented in 15% (5 of 37) of the patients in the experimental and 35% (14 of 37) of the patients in the control group (p = 0.017, Table 5). Microorganisms associated with superinfections or resistance","3","10-21 days","28"
"618",10940175,"A randomized controlled trial of azithromycin and amoxycillin/clavulanate in the management of subacute childhood rhinosinusitis",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"619",10968046,"Single-dose antibiotic prophylaxis in women undergoing elective caesarean section",1997,NA,NA,NA,NA,NA,NA,NA
"620",10975012,"Treatment of bacillary dysentery in Vietnamese children: two doses of ofloxacin versus 5-days nalidixic acid",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"621",10980160,"Selective digestive decontamination in patients in intensivecare",2000,0,0,"Study design (not RCT)","",NA,NA,NA
"622",10980174,"Eradication of non-typhoid salmonellae in acute enteritis after therapy with ofloxacin for 5 or 10 days",2000,1,1,"","early eradication of non-typhoid salmonellae increases with duration of ofloxacin therapy without an increase in persistence of salmonellae in stools or development of resistant strains.","5","10","42"
"623",10981242,"Cefepime versus ceftazidime as empiric therapy for fever in neutropenic patients with cancer",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"624",10987048,"[Randomized controlled trial of medical and medico-surgical treatment of Hansen's neuritis]",1999,NA,NA,NA,NA,NA,NA,NA
"625",10993623,"Complicated appendicitis: is there a minimum intravenous antibiotic requirement? A prospective randomized trial",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"626",11006450,"Efficacy of ceftibuten in 5 versus 10 days treatment of recurrent acute otitis media in children",2000,1,1,"","Pneumococci with decreased susceptibility to penicillin were found in 5% of all pneumococci, and beta-lactamase producing H. influenzae in 8%.",NA,NA,NA
"627",11009140,"Doxycycline and rifampicin for mild scrub-typhus infections in northern Thailand: a randomised trial",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"628",11049707,"A prospective, randomized, double-blind studyof single high dose versus multiple standard dose gentamicin both in combination withmetronidazole for colorectal surgicalprophylaxis",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"629",11055597,"Short course therapy with cefitbuten versus azithromycin in pediatric streptococcal pharyngitis",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"630",11063500,"Clarithromycin attenuates mastectomy-induced acute inflammatory response",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"631",11073141,"Cefminox versus metronidazole plus gentamicin intra-abdominal infections: a prospective randomized controlled clinical trial",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"632",11076325,"Neonatal pneumonia: comparison of 4 vs 7 days of antibiotic therapy in term and near-term infants",2000,0,1,"Resistance during f/u not included","",NA,NA,NA
"633",11132064,"Is a 5-day course of antibiotics as effective as a 10-day course for the treatment of streptococcal pharyngitis and the prevention of poststreptococcal sequelae?",2000,0,0,"Study design (not RCT)","",NA,NA,NA
"634",11144396,"Five-day cefdinir course vs. ten-day cefprozil course for treatment of acute otitis media",2000,0,1,"Resistance during f/u not included","Resistance carriage not reported",NA,NA,NA
"635",11163478,"Antimicrobial prophylaxis for infants at risk for recurrent acute otitis media",2000,0,1,"Resistance during f/u not included","Resistance carriage not reported",NA,NA,NA
"636",11189212,"A randomized controlled clinical trial on piperacillin/tazobactam versus ticarcillin/clavulanic acid for the treatment of bacterial infections",1998,NA,NA,NA,NA,NA,NA,NA
"637",11190646,"[Prospective multicenter comparative study of the management of peritonitis. Quality assurance in severe intra-abdominal infection]",2000,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"638",11207174,"Randomised controlled trial of three day versus 10 day intravenous antibiotics in acute pyelonephritis: effect on renal scarring",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"639",11219483,"Comparison of 5-day, short-course gatifloxacin therapy with 7-day gatifloxacin therapy and 10-day clarithromycin therapy for acute exacerbation of chronic bronchitis",2001,1,1,"","Among the pathogens that were susceptible to study drugs at base- line, none developed resistance during therapy.","5","10","28 days after end of treatment"
"640",11229179,"A study of gastric emptying in chronic renal failure",1997,NA,NA,NA,NA,NA,NA,NA
"641",11236113,"A randomised controlled trial of antibiotic prophylaxis in elective caesarean delivery",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"642",11255901,"A randomised controlled trial of delayed antibiotic prescribing as a strategy for managing uncomplicated respiratory tract infection in primary care",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"643",11258785,"Treatment of nosocomial postoperative pneumonia in cancer patients: a prospective randomized study",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"644",11266417,"Efficacy, safety and tolerability of 3 day azithromycin versus 10 day co-amoxiclav in the treatment of children with acute lower respiratory tract infections",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"645",11285152,"Successful shortening from seven to four days of parenteral beta-lactam treatment for common childhood infections: a prospective and randomized study",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"646",11303823,"Randomized, controlled trial comparing once daily and three times daily gentamicin in children with urinary tract infections",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"647",11303851,"Comparative study of cefepime versus ceftazidime in the empiric treatment of pediatric cancer patients with fever and neutropenia",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"648",11316178,"Long-Term treatment with cisapride and antibiotics in liver cirrhosis: effect on small intestinal motility, bacterial overgrowth, and liver function",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"649",11329100,"Comparison of 7 versus 10 days of antibiotic therapy for hospitalized patients with uncomplicated community-acquired pneumonia: a prospective, randomized, double-blind study",1999,NA,NA,NA,NA,NA,NA,NA
"650",11387706,"[Treatment of group A streptococcal tonsillopharyngitis. 5 days cephalosporin is as effective as 10 days penicillin]",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"651",11389117,"Meropenem versus ceftazidime as empirical monotherapy in febrile neutropenia of paediatric patients with cancer",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"652",11389491,"Randomized, double-blind, controlled study of cefoperazone-sulbactam plus cotrimoxazole versus ceftazidime plus cotrimoxazole for the treatment of severe melioidosis",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"653",11409564,"Treatment of staphylococcal implant infection with rifampicin-ciprofloxacin in stable implants",2001,0,0,"Study design (not RCT)","Case report",NA,NA,NA
"654",11428270,"[Antibiotic prophylaxis in oncologic pharyngolaryngeal surgery: ceftriaxone versus clindamycin and gentamycin]",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"655",11434826,"Effect of short-course, high-dose amoxicillin therapy on resistant pneumococcal carriage: a randomized trial",2001,1,1,"","At the day 28 visit, risk of penicillin-nonsusceptible pneumococcal carriage was significantly lower in the short-course, high-dose group (24%) compared with the standard-course group (32%); relative risk (RR), 0.77; 95% confidence interval (CI), 0.60-0.9","5","10","28"
"656",11485888,"Antibiotic therapy in intra-abdominal infections--a review on randomised clinical trials.",2001,0,0,"Study design (not RCT)","",NA,NA,NA
"657",11500337,"Prevention of ventilator-associated pneumonia by oral decontamination: a prospective, randomized, double-blind, placebo-controlled study",2001,0,0,"Intervention (not antibiotics or duration)","No vancomycin-resistant enterococci (VRE) were isolated in either hospital before, during, or after the study. No increase in the number of patients colonized or infected with microorganisms resistant to gentamicin was observed during the study. Separate ","0 days of oral decontamination but about 1 course of antibiotics","10 days of decontamination therapy + one course of antibiotics",NA
"658",11535952,"A comparative study of cefaclor vs. amoxicillin/clavulanate in tonsillopharyngitis",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"659",11591895,"Once-daily versus multiple-daily gentamicin in infants and children",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"660",11686426,"Five days of cefprozil versus 10 days of clarithromycin in the treatment of an acute exacerbation of chronic bronchitis",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"661",11687020,"Antibiotics for spontaneous bacterial peritonitis in cirrhotics.",2001,0,0,"Study design (not RCT)","Review",NA,NA,NA
"662",11687159,"Elective versus symptomatic intravenous antibiotic therapy for cystic fibrosis.",2001,0,0,"Study design (not RCT)","Review",NA,NA,NA
"663",11699402,"A randomized prospective multicentre trial of cefpirome versus piperacillin-tazobactam in febrile neutropenia",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"664",11711256,"Tolerability of 3-day, once-daily azithromycin suspension versus standard treatments for community-acquired paediatric infectious diseases",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"665",11720319,"A randomized clinical trial of ciprofloxacin and metronidazole to treat acute pouchitis",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"666",11727192,"Perioperative antimicrobial prophylaxis for colonic surgery: Present status in Germany. A prospective multicenter study with and without metronidazole",2001,0,0,"Study design (not RCT)","Observational cohort",NA,NA,NA
"667",11732026,"Postoperative antibiotic prophylaxis in mandibular fractures: A preliminary randomized, double-blind, and placebo-controlled clinical study",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
"668",11735011,"Efficacy of oral ofloxacin for single-dose perioperative prophylaxis in general surgery--a controlled randomized clinical study",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"669",11735866,"Results of a pilot trial comparing prolonged intravenous antibiotics with sequential intravenous/oral antibiotics for children with perforated appendicitis",2001,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"670",11736715,"Randomized controlled trial of clarithromycin and ethambutol in the treatment of Crohn's disease",2001,0,0,"Participants (not bacterial infection)","",NA,NA,NA
"671",11740701,"Clarithromycin versus azithromycin in the treatment of Mediterranean spotted fever in children: a randomized controlled trial",2002,0,1,"Resistance during f/u not included","",NA,NA,NA
"672",11755608,"Once daily oral ofloxacin in chronic obstructive pulmonary disease exacerbation requiring mechanical ventilation: a randomised placebo-controlled trial",2001,0,1,"Resistance during f/u not included","",NA,NA,NA
