,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
180,0,1,Resistance during f/u not included,,NA,NA,NA,15616290,"Efficacy and safety of pharmacokinetically enhanced amoxicillin-clavulanate at 2,000/125 milligrams twice daily for 5 days versus amoxicillin-clavulanate at 875/125 milligrams twice daily for 7 days in the treatment of acute exacerbations of chronic bronc",,,,,,,,,,,,,,,,,
185,0,1,Resistance during f/u not included,,NA,NA,NA,15704358,[Five days ceftibuten versus 10 days penicillin in the treatment of 2099 patients with A-streptococcal tonsillopharyngitis],,,,,,,,,,,,,,,,,
186,0,1,Resistance during f/u not included,,NA,NA,NA,15705638,Impact of an interdisciplinary strategy on antibiotic use: A prospective controlled study in three hospitals,,,,,,,,,,,,,,,,,
188,0,1,Resistance during f/u not included,,NA,NA,NA,15725048,"Once-daily azithromycin for 3 days compared with clarithromycin for 10 days for acute exacerbation of chronic bronchitis: a multicenter, double-blind, randomized study",,,,,,,,,,,,,,,,,
189,0,1,Resistance during f/u not included,"There was no difference in the incidence of secondary endogenous pneumonia, which was invariably caused by MRSA and AGNB.",0,total duration of stay in ICU,60,15729064,"Survival benefit in critically ill burned patients receiving selective decontamination of the digestive tract: a randomized, placebo-controlled, double-blind trial",,,,,,,,,,,,,,,,,
190,0,1,Resistance during f/u not included,,NA,NA,NA,15750103,"Effect of clarithromycin treatment on Chlamydia pneumoniae in vascular tissue of patients with coronary artery disease: a randomized, double-blind, placebo-controlled trial",,,,,,,,,,,,,,,,,
193,0,1,Resistance during f/u not included,,NA,NA,NA,15762971,Prospective randomized comparison of single-dose versus 1-day cefazolin for prophylaxis in gynecologic surgery,,,,,,,,,,,,,,,,,
194,0,1,Resistance during f/u not included,,NA,NA,NA,15764166,Intermittent azithromycin treatment for respiratory symptoms in patients with chronic Chlamydia pneumoniae infection,,,,,,,,,,,,,,,,,
197,0,1,Resistance during f/u not included,,NA,NA,NA,15814044,Comparative trial of short-course ofloxacin for uncomplicated typhoid fever in Vietnamese children,,,,,,,,,,,,,,,,,
203,0,1,Resistance during f/u not included,,NA,NA,NA,15943731,Optimum duration of prophylactic antibiotics in acute non-perforated appendicitis,,,,,,,,,,,,,,,,,
205,0,1,Resistance during f/u not included,,NA,NA,NA,15972728,Response to antibiotics of women with symptoms of urinary tract infection but negative dipstick urine test results: double blind randomised controlled trial,,,,,,,,,,,,,,,,,
207,0,1,Resistance during f/u not included,,NA,NA,NA,16053194,A comparison of two treatment regimens of ceftriaxone in late Lyme disease,,,,,,,,,,,,,,,,,
208,0,1,Resistance during f/u not included,,NA,NA,NA,16061709,Comparison between pathogen directed antibiotic treatment and empirical broad spectrum antibiotic treatment in patients with community acquired pneumonia: a prospective randomised study,,,,,,,,,,,,,,,,,
210,0,1,Resistance during f/u not included,,NA,NA,NA,16117986,"A comparison of 5 days of therapy with cefdinir or azithromycin in children with acute otitis media: a multicenter, prospective, single-blind study",,,,,,,,,,,,,,,,,
211,0,1,Resistance during f/u not included,,NA,NA,NA,16166930,Antibiotic prophylaxis in day surgery in dermatology,,,,,,,,,,,,,,,,,
212,0,1,Resistance during f/u not included,,NA,NA,NA,16189075,"Open-label randomized trial of oral trimethoprim-sulfamethoxazole, doxycycline, and chloramphenicol compared with trimethoprim-sulfamethoxazole and doxycycline for maintenance therapy of melioidosis",,,,,,,,,,,,,,,,,
217,0,1,Resistance during f/u not included,,NA,NA,NA,16267721,Antibacterial chemoprophylaxis in the prevention of traveler's diarrhea: evaluation of poorly absorbed oral rifaximin,,,,,,,,,,,,,,,,,
220,0,1,Resistance during f/u not included,,NA,NA,NA,16326693,Effective duration of antimicrobial therapy for the treatment of acute lobar nephronia,,,,,,,,,,,,,,,,,
221,0,1,Resistance during f/u not included,,NA,NA,NA,16343114,"The role of preoperative prophylactic antibiotic administration in periapical endodontic surgery: a randomized, prospective double-blind placebo-controlled study",,,,,,,,,,,,,,,,,
223,0,1,Resistance during f/u not included,,NA,NA,NA,16362397,"Single-dose metronidazole vs 5-day multi-drug antibiotic regimen in excision of pilonidal sinuses with primary closure: A prospective, randomized, double-blinded pilot study",,,,,,,,,,,,,,,,,
224,0,1,Resistance during f/u not included,,NA,NA,NA,16369855,Pre-emptive antibiotic treatment vs 'standard' treatment in patients with elevated serum procalcitonin levels after elective colorectal surgery: a prospective randomised pilot study,,,,,,,,,,,,,,,,,
226,0,1,Resistance during f/u not included,,NA,NA,NA,16433194,"Clinical efficacy and safety of a short regimen of azithromycin sequential therapy vs standard cefuroxime sequential therapy in the treatment of community-acquired pneumonia: an international, randomized, open-label study",,,,,,,,,,,,,,,,,
227,0,1,Resistance during f/u not included,,NA,NA,NA,16437344,Randomized prospective study on prophylactic antibiotics in clean orthopedic surgery in one ward for 1 year,,,,,,,,,,,,,,,,,
229,0,1,Resistance during f/u not included,,NA,NA,NA,16483435,"Use of prophylactic antibiotics in a paediatric day-case surgery at NAUTH, Nnewi, Nigeria: A randomized double-blinded study",,,,,,,,,,,,,,,,,
230,0,1,Resistance during f/u not included,,NA,NA,NA,16504492,Moxifloxacin versus levofloxacin against acute exacerbations of chronic bronchitis: the Latin American Cohort,,,,,,,,,,,,,,,,,
233,0,1,Resistance during f/u not included,,NA,NA,NA,16603606,Procalcitonin guidance of antibiotic therapy in community-acquired pneumonia: a randomized trial,,,,,,,,,,,,,,,,,
239,0,1,Resistance during f/u not included,,NA,NA,NA,16763247,"Effectiveness of discontinuing antibiotic treatment after three days versus eight days in mild to moderate-severe community acquired pneumonia: randomised, double blind study",,,,,,,,,,,,,,,,,
246,0,1,Resistance during f/u not included,,NA,NA,NA,17011409,Randomized double-blind study comparing 7- and 10-day regimens of faropenem medoxomil with a 10-day cefuroxime axetil regimen for treatment of acute bacterial sinusitis,,,,,,,,,,,,,,,,,
247,0,1,Resistance during f/u not included,,NA,NA,NA,17030532,Randomized controlled trial of 7-Day vs. 14-Day antibiotics for neonatal sepsis,,,,,,,,,,,,,,,,,
248,0,1,Resistance during f/u not included,,NA,NA,NA,17034608,One week of ciprofloxacin before percutaneous nephrolithotomy significantly reduces upper tract infection and urosepsis: A prospective controlled study,,,,,,,,,,,,,,,,,
249,0,1,Resistance during f/u not included,,NA,NA,NA,17050564,"Clarithromycin in the treatment of RSV bronchiolitis: a double-blind, randomised, placebo-controlled trial",,,,,,,,,,,,,,,,,
250,0,1,Resistance during f/u not included,,NA,NA,NA,17060336,Prophylactic antibiotics to prevent pneumonia and other complications after measles: community based randomised double blind placebo controlled trial in Guinea-Bissau,,,,,,,,,,,,,,,,,
251,0,1,Resistance during f/u not included,,NA,NA,NA,17127226,A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones,,,,,,,,,,,,,,,,,
253,0,1,Resistance during f/u not included,"No surveillance cultures, only reported MRSA pneumona/ tracheiities",NA,NA,NA,17146635,The effect of selective decontamination of the digestive tract on mortality in multiple trauma patients: A multicenter randomized controlled trial,,,,,,,,,,,,,,,,,
255,0,1,Resistance during f/u not included,,NA,NA,NA,17173219,A randomized trial of the duration of therapy with metronidazole plus or minus azithromycin for treatment of symptomatic bacterial vaginosis,,,,,,,,,,,,,,,,,
256,0,1,Resistance during f/u not included,,NA,NA,NA,17189096,Efficacy and safety of 3-day azithromycin versus 5-day moxifloxacin for the treatment of acute bacterial exacerbations of chronic bronchitis,,,,,,,,,,,,,,,,,
261,0,1,Resistance during f/u not included,,NA,NA,NA,17229548,"Prophylaxis versus pre-emptive treatment for infective and inflammatory complications of surgical third molar removal: a randomized, double-blind, placebo-controlled, clinical trial with sustained release amoxicillin/clavulanic acid (1000/62.5 mg)",,,,,,,,,,,,,,,,,
263,0,1,Resistance during f/u not included,,NA,NA,NA,17288699,"Role for 5-day, once-daily extended-release clarithromycin in acute bacterial exacerbation of chronic bronchitis",,,,,,,,,,,,,,,,,
267,0,1,Resistance during f/u not included,,NA,NA,NA,17329271,Duration of antimicrobial prophylaxis in patients undergoing hepatectomy: a prospective randomized controlled trial using flomoxef,,,,,,,,,,,,,,,,,
270,0,1,Resistance during f/u not included,,NA,NA,NA,17354160,Clinical and bacteriological outcome of different doses and duration of pivmecillinam compared with placebo therapy of uncomplicated lower urinary tract infection in women: the LUTIW project,,,,,,,,,,,,,,,,,
274,0,1,Resistance during f/u not included,,NA,NA,NA,17391383,"Three vs. 10 days of amoxycillin-clavulanic acid for type 1 acute exacerbations of chronic obstructive pulmonary disease: a randomised, double-blind study",,,,,,,,,,,,,,,,,
275,0,1,Resistance during f/u not included,,NA,NA,NA,17408924,Single-dose and multi-dose clindamycin therapy fails to demonstrate efficacy in preventing infectious and inflammatory complications in third molar surgery,,,,,,,,,,,,,,,,,
278,0,1,Resistance during f/u not included,,NA,NA,NA,17506001,Early treatment of severe pancreatitis with imipenem: a prospective randomized clinical trial,,,,,,,,,,,,,,,,,
279,0,1,Resistance during f/u not included,"Thirty_three of 47 surgical_site infections had a purulent discharge. Cultures were obtained from 33 of the 47 surgical sites. Pathogens were detected at 13 surgical sites. The bacteria isolated were Staphylococcus aureus (three in single_dose schedule, t",single dose,multiple dose (duration not specified),6 weeks,17514671,Randomized clinical trial of single- versus multiple-dose antimicrobial prophylaxis in gastric cancer surgery,,,,,,,,,,,,,,,,,
280,0,1,Resistance during f/u not included,,NA,NA,NA,17537866,"Gemifloxacin once daily for 5 days versus 7 days for the treatment of community-acquired pneumonia: a randomized, multicentre, double-blind study",,,,,,,,,,,,,,,,,
282,0,1,Resistance during f/u not included,,NA,NA,NA,17587070,"Duration of antibiotic treatment in disseminated Lyme borreliosis: a double-blind, randomized, placebo-controlled, multicenter clinical study",,,,,,,,,,,,,,,,,
286,0,1,Resistance during f/u not included,,NA,NA,NA,17638700,Doxycycline versus azithromycin for treatment of leptospirosis and scrub typhus,,,,,,,,,,,,,,,,,
289,0,1,Resistance during f/u not included,,NA,NA,NA,17846141,"Randomized, double-blind, placebo-controlled trial of cephalexin for treatment of uncomplicated skin abscesses in a population at risk for community-acquired methicillin-resistant Staphylococcus aureus infection",,,,,,,,,,,,,,,,,
291,0,1,Resistance during f/u not included,,NA,NA,NA,17854593,Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis,,,,,,,,,,,,,,,,,
292,0,1,Resistance during f/u not included,,NA,NA,NA,17880755,A trial of levofloxacin 750 mg once daily for 5 days versus ciprofloxacin 400 mg and/or 500 mg twice daily for 10 days in the treatment of acute pyelonephritis,,,,,,,,,,,,,,,,,
296,0,1,Resistance during f/u not included,,NA,NA,NA,18096708,Use of procalcitonin to shorten antibiotic treatment duration in septic patients: a randomized trial,,,,,,,,,,,,,,,,,
300,0,1,Resistance during f/u not included,,NA,NA,NA,18242357,"A double-blind, randomized comparison of levofloxacin 750 mg once-daily for five days with ciprofloxacin 400/500 mg twice-daily for 10 days for the treatment of complicated urinary tract infections and acute pyelonephritis",,,,,,,,,,,,,,,,,
303,0,1,Resistance during f/u not included,,NA,NA,NA,18343748,Efficacy and safety of azithromycin 1 g once daily for 3 days in the treatment of community-acquired pneumonia: an open-label randomised comparison with amoxicillin-clavulanate 875/125 mg twice daily for 7 days,,,,,,,,,,,,,,,,,
308,0,1,Resistance during f/u not included,,NA,NA,NA,18444817,Timing of antibiotic prophylaxis for primary total knee arthroplasty performed during ischemia,,,,,,,,,,,,,,,,,
309,0,0,Intervention (not antibiotics or duration),,NA,NA,NA,18444850,Effect of clarithromycin in patients with sepsis and ventilator-associated pneumonia,,,,,,,,,,,,,,,,,
313,0,1,Resistance during f/u not included,,NA,NA,NA,18463831,[Antibiotic treatment of surgical intensive care patients: procalcitonin to guide duration of therapy],,,,,,,,,,,,,,,,,
328,0,1,Resistance during f/u not included,,NA,NA,NA,18701270,Once-weekly azithromycin in cystic fibrosis with chronic Pseudomonas aeruginosa infection,,,,,,,,,,,,,,,,,
330,0,1,Resistance during f/u not included,,NA,NA,NA,18721198,Prospective assessment of the efficacy of single dose versus traditional 3-day antimicrobial prophylaxis in 12-core transrectal prostate biopsy,,,,,,,,,,,,,,,,,
333,0,1,Resistance during f/u not included,,NA,NA,NA,18828055,Comparison of ceftriaxone versus triple drug regimen in the prevention of cesarean section infectious morbidities,,,,,,,,,,,,,,,,,
339,0,1,Resistance during f/u not included,,NA,NA,NA,19034493,Procalcitonin (PCT)-guided algorithm reduces length of antibiotic treatment in surgical intensive care patients with severe sepsis: results of a prospective randomized study,,,,,,,,,,,,,,,,,
341,0,1,Resistance during f/u not included,,NA,NA,NA,19097848,[Duration of antibiotic therapy for ventilator-associated pneumonia: comparison of 7 and 10 days. A pilot study],,,,,,,,,,,,,,,,,
344,0,1,Resistance during f/u not included,Did not report resistance carriage/ in clinical isolates during follow up,NA,NA,NA,19127796,"Antibiotic prophylaxis for orthognathic surgery: A prospective, comparative, randomized study between amoxicillin-clavulanic acid and penicillin",,,,,,,,,,,,,,,,,
347,0,1,Resistance during f/u not included,,NA,NA,NA,19277796,Conservative management of acute appendicitis,,,,,,,,,,,,,,,,,
352,0,1,Resistance during f/u not included,Did not report resistance carriage/ in clinical isolates during follow up,NA,NA,NA,19358184,Randomized clinical trial of antibiotic therapy versus appendicectomy as primary treatment of acute appendicitis in unselected patients,,,,,,,,,,,,,,,,,
356,0,1,Resistance during f/u not included,,NA,NA,NA,19416298,Antibiotic treatment interruption of suspected lower respiratory tract infections based on a single procalcitonin measurement at hospital admission--a randomized trial,,,,,,,,,,,,,,,,,
360,0,1,Resistance during f/u not included,,NA,NA,NA,19493352,Procalcitonin to guide duration of antibiotic therapy in intensive care patients: a randomized prospective controlled trial,,,,,,,,,,,,,,,,,
362,0,1,Resistance during f/u not included,,NA,NA,NA,19576090,[The value of serum procalcitonin in treatment of community acquired pneumonia in outpatient],,,,,,,,,,,,,,,,,
