No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
76,21249415,Evaluation of short-term clinical efficacy of 3-day therapy with azithromycin in comparison with 5-day cefcapene-pivoxyl for acute streptococcal tonsillopharyngitis in primary care,2011,J Infect Chemother,adult,compare the efficacy of azithromycin (AZM) given oncedaily for 3 days with that of cefcapene-pivoxyl (CFPN-PI)divided into three daily doses for 5 days,arbitrary durations,0,0,NA,acute streptococcal tonsillopharyngitis,Upper respiratory tract infection,0,168,outpatient,Japan,high,3,5,Not reported,Not reported,simple randomization,not reported,NA,mITT,none,0,NA,NA,absolute difference,0,NA,0,93,75,159,not reported,not reported,Not reported,Not reported,Not reported,loss to follow up,Not reported,"clinical syndrome, culture",,Azithromycin,cefcapene-pivoxyl,0,8,followed up on day 4 and 8,clinical outcome on day 4,0,0,0,1,0,0,1,0,19,32,0,Trial of a new drug but no funding statement
77,21269858,Single-dose extended-release azithromycin versus a 10-day regimen of amoxicillin/clavulanate for the treatment of children with acute otitis media,2011,Int J Inf Dis,children,single 60-mg/kg dose of azithromycin extended-release (ER) versus a 10-day regimen of amoxicillin/clavulanate 90/6.4 mg/kg per day in children with acute otitis media at high risk of persistent or recurrent middle ear infection,arbitrary durations,1,0,NA,acute otitis media,Upper respiratory tract infection,0,923,outpatient,India,lower middle,1 dose,10,Not reported,Not reported,stratified randomisation,not reported ,NA,mITT,PP,0,0,NA,absolute difference,0,NA,1,462,461,821,412,409,0,189,self reporting,loss to follow up,Pfizer Inc,clinical syndrome,,Azithromycin,amoxicillin/clavulanate,0,14,test of cure day 12-14,clinical response at the test-of-cure visit in the bacteriologic eligible population,0,0,0,1,1,0,1,0,20,16,0,All children randomized to treatment with azithromycin ER received their single dose of active treatment; 59% of children randomized to amoxicillin/clavulanate received the full course of 20 doses.
78,21507143,Procalcitonin guidance for reduction of antibiotic use in low-risk outpatients with community-acquired pneumonia,2011,Respirology,adult,"The control group received antibiotics according to current guidelines. In the PCT group, antibiotic treatment was based on PCT levels as follows: <0.1 µg/L, strongly discouraged; ≤0.25 µg/L, discouraged; >0.25 µg/L, encouraged.",inflammatory markers,0,0,NA,low risk CAP,Lower respiratory tract infection,0,172,inpatient,China,high middle,NA,NA,5,7,simple randomization,difference for duration of antibiotics,NA,mITT,PP,0,0,NA,absolute difference,1,0,1,86,86,162,77,79,Not reported,Not reported,Medical chart,"loss to follow up, withdrew consent",investigator initiated,clinical syndrome,,various,various,0,28,"At 4-week follow up, all patients had survived and laboratory and clinical outcomes were similar in the two groups",total antibiotic use and duration of antibiotic treatment,0,1,1,1,0,0,0,0,15,11,0,Treatment success was taken as the clinical outcome
79,20185423,Procalcitonin guidance and reduction of antibiotic use in acute respiratory tract infection,2010,Eur Respir J,adult,comparing standard care with PCT-guided antimicrobial treatment in 550 patients,inflammatory markers,0,0,NA,acute respiratory infection,Respiratory tract infection,0,571,inpatient,Germany,high,NA,NA,8,8,simple randomization,non-inferiority,not reported,mITT,none,0,NA,NA,absolute difference,1,0,1,275,275,550,275,275,Not reported,Not reported,Medical chart,protocol deviation,Not reported,clinical syndrome,,various,various,0,28,,"number of days with impairment
during everyday life and/or leisure activities due to the
respiratory tract infection within the first 14 days according to
self-assessment",0,0,0,1,0,0,1,0,28,32,0,"In the PCT group, the advice following PCT determination was not to give antibiotics in any patient; however, the advice was overruled in 36 (13.1%)
patients. Up to days 14 and 28, an additional nine and five patients in the PCT group received antibiotics in the group with an initial decision not to treat, and eight and one patient in the group not treated following recommendation after PCT measurement, a
total of 59 (21.5%) patients on antibiotics as opposed to 101 (36.7%) in the control group (p50.0005) (tables 2 and 3). Only one out of two patients in the control group with a PCT level of <0.25 ng?mL-1 received an antibiotic. Thus, in spite of overruling, the PCT strategy permitted at least for a 41.6% reduction in antibiotic use.
RTI at day 28 taken as clinical outcome"
80,20185560,"Ten Versus 14 Days of Antibiotic Therapy in Culture-Proven Neonatal Sepsis: A Randomized, Controlled Trial",2010,J Trop Pediatr,neonate,10-day course of antibiotic therapy with the conventional 14-day course in blood culture-proven neonatal sepsis,arbitrary durations,0,0,NA,culture-proven neonatal sepsis,Sepsis,1,60,inpatient,India,lower middle,10,14,13,18,simple randomization,not reported,NA,ITT,none,0,NA,NA,absolute difference,0,NA,0,30,30,60,not reported,not reported,not reported,not reported,not reported,NA,investigator initiated,"clinical syndrome, culture",,various,various,1,28,,"treatment failure within
28 days, defined by either positive CRP or positive
blood culture growing the same organism as cultured
earlier or clinical relapse.",0,0,0,1,1,0,0,hospital los,3,3,2,
81,21209531,Comparison of single versus multiple doses of antibiotic prophylaxis in reducing post-elective caesarean section infectious morbidity,2010,Kathmandu Univ Med J (KUMJ),adult,single dose versus multiple doses of a first generation cephalosporin (with Metronidazole),arbitrary durations,0,0,NA,postoperative infectious morbidity in elective caesarean section,Prophylaxis (post-surgery),0,100,inpatient,Nepal,lower middle,1 dose,7,Not reported,Not reported,simple randomization,not reported,NA,ITT,none,0,NA,NA,absolute difference,0,NA,0,50,50,100,not reported,not reported,not reported,not reported,not reported,NA,investigator initiated,NA,,"cefazolin, metronidazole","cefazolin, metronidazole",0,not reported,not reported,not reported,0,0,0,1,1,0,0,0,4,6,0,development of febrile morbidity taken as clinical outcome
82,20097417,Use of procalcitonin to reduce patients' exposure to antibiotics in intensive care units (PRORATA trial): a multicentre randomised controlled trial,2010,Lancet,adult,antibiotics were started or stopped based on predefined cut-off ranges of procalcitonin concentrations; the control group received antibiotics according to present guidelines,inflammatory markers,0,0,NA,non-specific,Lower respiratory tract infection,0,630,ICU,France,high,NA,NA,10,13,stratified randomisation,non-inferiority,10,mITT,none,0,0,NA,absolute difference,1,0,1,311,319,621,149,178,not reported,not reported,medical chart,protocol deviation,investigator initiated,clinical syndrome,,various,various,1,60,mortality at days 28 and 60 (non-inferiority analysis),mortality at days 28 and 60 (non-inferiority analysis),0,1,0,1,0,0,0,hospital los,30,26,28,Very high non-adherence
83,20585969,A randomized comparative study of single-dose fosfomycin and 5-day ciprofloxacin in female patients with uncomplicated lower urinary tract infections,2010,J Infect Chemother,adult,single-dose fosfomycin and 5-day ciprofloxacin,arbitrary durations,0,0,NA,uncomplicated lower urinary tract infections in female,Urinary tract infection,0,260,outpatient,Turkey,high middle,1,5,Not reported,Not reported,simple randomization,not reported,NA,PP,none,0,NA,NA,absolute difference,0,NA,0,130,130,142,77,65,not reported,not reported,not reported,protocol deviation,not reported,"clinical syndrome, culture",,fosfomycin,ciprofloxacin,0,60,(1) diagnosis of infection confirmed byclinical signs and symptoms; (2) a single pathogen isolatedfrom pretreatment culture; (3) urine culture repeated 7–10and 60 days after therapy; and (4) no other effective anti-biotics against the causative organism,(1) diagnosis of infection confirmed byclinical signs and symptoms; (2) a single pathogen isolatedfrom pretreatment culture; (3) urine culture repeated 7–10and 60 days after therapy; and (4) no other effective anti-biotics against the causative organism,1,0,0,1,1,1,1,0,17,19,0,
84,20842069,"Short- versus long-term antimicrobial treatment for acute hematogenous osteomyelitis of childhood: prospective, randomized trial on 131 culture-positive cases",2010,Pediatr Infect Dis J,children,clindamycin or a first-generation cephalosporin for 20 or 30 days,arbitrary durations,0,1,0,acute hematogenous osteomyelitis of childhood,Bone and prosthetics infection,1,131,inpatient,Finland,high,20,30,20,30,simple randomization,non-inferiority,15,ITT,none,0,NA,NA,absolute difference,0,NA,0,67,64,131,62,60,5,0,medical chart,NA,Orion Pharma company,"clinical syndrome, culture",,"clindamycin, amoxicillin, cephalosporin","clindamycin, amoxicillin, cephalosporin",1,365,"2 weeks, and 3 and ≥12 months post hospitalization","full recovery (having no symptoms or signs of AHOM at the end of the follow-up period, with no readministration of antimicrobial for an osteoarticular indication since the primary treatment)",0,0,0,1,1,0,0,0,0,0,0,
85,20332194,Comparison of 48 h and 72 h of prophylactic antibiotic therapy in adult cardiac surgery: a randomized double blind controlled trial,2010,J Antimicrob Chemother,adult,prophylactic antibiotic therapy for either 48 h (the 48 h group) or 72 h (the 72 h group),arbitrary durations,1,0,NA,elective coronary artery bypass grafting (CABG) and valve surgery,Prophylaxis (post-surgery),0,235,inpatient,India,lower middle,2,3,Not reported,Not reported,simple randomization,difference,NA,mITT,PP,0,0,NA,absolute difference,0,NA,0,125,110,227,100,100,17,2,medical chart,protocol deviation,investigator initiated,NA,All the patients received intravenous ceftazidime pentahydrate and intravenous amikacin sulphate injection at the time of anaesthesia induction and a second dose was given when the duration of surgery exceeded 5 h.,"ceftazidime, amikacin","ceftazidime, amikacin",0,30,3 months after discharge to look for any late appearance of surgical site infection.,Superficial surgical site infection was defined as infection occurring within 30 days after the operative procedure and involving only skin and subcutaneous tissue of the incision in addition to one of the signs or symptoms of infection with or without purulent discharge from the superficial incision or positive culture of the fluid or tissue from the superficial incision site.,0,0,0,1,0,0,0,0,4,7,0,
86,19776651,Use of procalcitonin-guided decision-making to shorten antibiotic therapy in suspected neonatal early-onset sepsis: prospective randomized intervention trial,2010,Neonatology,neonate,"standard treatment based on conventional laboratory parameters (standard group) or to PCT-guided treatment (PCT group). Minimum duration of antibiotic therapy was 48–72 h in the standard group, whereas in the PCT group antibiotic therapy was discontinued when two consecutive PCT values were below predefined age-adjusted cut-off values",inflammatory markers,0,0,NA,suspected neonatal early-onset sepsis,Sepsis,0,121,ICU,Switzerland,high,NA,NA,3,4,simple randomization,difference,NA,mITT,none,0,NA,NA,relative difference,0,NA,0,61,60,121,not reported,not reported,not reported,not reported,not reported,NA,BRAHMS Diagnostica,clinical syndrome,,various,various,1,30,"observation periods were the same in both
groups with a minimum of 3 days of hospitalization and a followup interview after 1 month (telephone interview about intercurrent illness, physician visits, medications and hospitalizations).",proportion of infants treated with antibiotics for ≥72 h,0,1,1,0,0,0,0,0,not reported,not reported,0,safety endpoint (clinical outcome) not clearly reported
87,19576090,[The value of serum procalcitonin in treatment of community acquired pneumonia in outpatient],2009,Zhonghua Nei Ke Za Zhi,adult,"On the base of similarly normal treatment, the control group received antibiotics according to the attending physicians and the PCT group were treated with antibiotics according to serum PCT levels: antibiotic treatment was applied with PCT level > or = 0.25 microg/L and was discouraged with PCT level < 0.25 microg/L.",inflammatory markers,0,0,0,CAP,Lower respiratory tract infection,0,127,outpatient,china,high middle,NA,NA,missing,missing,simple randomization,difference,NA,ITT,none,0,NA,NA,absolute difference,missing,missing,0,63,64,127,missing,missing,missing,missing,missing,missing,missing,clinical syndrome,,various,various,0,missing,missing,missing,0,0,0,1,0,0,0,direct cost,8,13,0,only abstract available
88,19416298,Antibiotic treatment interruption of suspected lower respiratory tract infections based on a single procalcitonin measurement at hospital admission--a randomized trial,2009,Clin Microbiol Infect,adult,"The cut-off point for recommending antibiotic
treatment was PCT ‡0.25 lg/L. Physicians could overrule treatment guidelines",inflammatory markers,0,0,NA,suspected lower respiratory tract infections,Lower respiratory tract infection,0,223,inpatient,Denmark,high,NA,NA,5,7,simple randomization,superiority,NA,mITT,none,0,NA,NA,absolute difference,1,0,1,110,113,210,61,105,42,2,medical chart,"withdrew consent, protocol deviation",investigator initiated,clinical syndrome,,various,various,0,during hospitalisation,,"antibiotic use (defined as days of
antibiotic treatment during hospitalization) and length of
hospital stay (one night spent in the hospital was counted as
2 days of admission)",0,1,1,1,0,0,0,hospital los,7,5,1,Need for ICU care taken as clinical outcome
