"","PMID","PUI","Title","Publication.Year"
"1163",33998210,NA,"[Clinical study of calcium phosphate cement loaded with recombinant human bone morphogenetic protein 2 combined with calcium phosphate cement loaded with antibiotic for chronic osteomyelitis with bone defect]",2021
"1164",32667982,NA,"Adjunctive Daptomycin in the Treatment of Methicillin-susceptible Staphylococcus aureus Bacteremia: A Randomized, Controlled Trial",2021
"1165",33983065,NA,"Ivermectin in combination with doxycycline for treating COVID-19 symptoms: a randomized trial",2021
"1166",33904295,NA,"Comparison of Short Course Versus Long Course Antibiotic Prophylaxis for Caesarean Section: A Randomised Controlled Trial",2021
"1167",33888139,NA,"Ceftolozane-tazobactam versus meropenem for definitive treatment of bloodstream infection due to extended-spectrum beta-lactamase (ESBL) and AmpC-producing Enterobacterales (""MERINO-3""): study protocol for a multicentre, open-label randomised non-inferiority trial",2021
"1168",33863635,NA,"The effects of vitamin E on colistin-induced nephrotoxicity in treatment of drug-resistant gram-negative bacterial infections: A randomized clinical trial",2021
"1169",33787584,NA,"Vitamin D supplementation and improvement of pneumonic children at a tertiary pediatric hospital in Egypt: A randomized controlled trial",2021
"1170",33798311,NA,"[Cupping treatment combined with antibiotics for bacterial pneumonia in children: a randomized controlled trial]",2021
"1171",33148981,NA,"Antibiotic Prophylaxis for Percutaneous Endoscopic Gastrostomy in Children: A Randomised Controlled Trial",2021
"1172",33574163,NA,"Delayed Antibiotic Prescription for Children With Respiratory Infections: A Randomized Trial",2021
"1173",33545096,NA,"Azithromycin in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial",2021
"1174",33484864,NA,"Omadacycline vs moxifloxacin in adults with community-acquired bacterial pneumonia",2021
"1175",33486496,NA,"Early Use of Corticosteroid May Prolong SARS-CoV-2 Shedding in Non-Intensive Care Unit Patients with COVID-19 Pneumonia: A Multicenter, Single-Blind, Randomized Control Trial",2021
"1176",33306991,NA,"Safety and immunogenicity of the adjunct therapeutic vaccine ID93 + GLA-SE in adults who have completed treatment for tuberculosis: a randomised, double-blind, placebo-controlled, phase 2a trial",2021
"1177",33244881,NA,"Prospective randomized comparative study of percutaneous catheter drainage and percutaneous needle aspiration in the treatment of liver abscess",2021
"1178",33185339,NA,"[The efficiency of combination therapy of non-gonococcal urethritis in men]",2020
"1179",33081849,NA,"Safety and efficacy of antiviral combination therapy in symptomatic patients of Covid-19 infection - a randomised controlled trial (SEV-COVID Trial): A structured summary of a study protocol for a randomized controlled trial",2020
"1180",33081817,NA,"Proactive prophylaxis with azithromycin and hydroxychloroquine in hospitalized patients with COVID-19 (ProPAC-COVID): a statistical analysis plan",2020
"1181",33049118,NA,"Continuous lenalidomide and low-dose dexamethasone in patients with transplant-ineligible newly diagnosed MM: FIRST trial subanalysis of Canadian/US patients",2020
"1182",33032474,NA,"Clinical evaluation of the synbiotic Prodefen Plus® in the prevention of the antibiotic-associated diarrhoea in subjects requiring antibiotic treatment",2020
"1183",33028293,NA,"Impact of reducing the duration of antibiotic treatment on the long-term prognosis of community acquired pneumonia",2020
"1184",32975161,NA,"Association of acute pyelonephritis with double-J ureteral stenting: a nationwide population-based case control study",2021
"1185",32960242,NA,"Effect of Prophylactic Negative Pressure Wound Therapy vs Standard Wound Dressing on Surgical-Site Infection in Obese Women After Cesarean Delivery: A Randomized Clinical Trial",2020
"1186",32957336,NA,"The prolongation effect of ilaprazole-based standard triple therapy for Helicobacter pylori",2020
"1187",32948472,NA,"Improvements in Antibiotic Appropriateness for Cystitis in Older Nursing Home Residents: A Quality Improvement Study With Randomized Assignment",2021
"1188",32946836,NA,"Safety, immunogenicity, and efficacy of a Clostridioides difficile toxoid vaccine candidate: a phase 3 multicentre, observer-blind, randomised, controlled trial",2021
"1189",32925778,NA,"Study on metabonomics of Chinese herbal medicine in the treatment of type 2 diabetes mellitus complicated with community-acquired pneumonia",2020
"1190",32898578,NA,"Family Integrated Care for Preterm Infants in China: A Cluster Randomized Controlled Trial",2021
"1191",32873473,NA,"Which Nursing Home Residents With Pneumonia Are Managed On-Site and Which Are Hospitalized? Results from 2 Years' Surveillance in 14 US Homes",2020
"1192",32853672,NA,"Safety and effectiveness of azithromycin in patients with COVID-19: An open-label randomised trial",2020
"1193",32807092,NA,"Microbial epidemiology and risk factors for relapse in gram-negative bacteria catheter-related bloodstream infection with a pilot prospective study in patients with catheter removal receiving short-duration of antibiotic therapy",2020
"1194",31821466,NA,"Efficacy of Adjunctive Zinc in Improving the Treatment Outcomes in Hospitalized Children with Pneumonia: A Randomized Controlled Trial",2020
"1195",32696102,NA,"The role of ozonized oil and a combination of tobramycin/dexamethasone eye drops in the treatment of viral conjunctivitis: a randomized clinical trial",2020
"1196",32660517,NA,"Clinical effect modifiers of antibiotic treatment in patients with chronic low back pain and Modic changes - secondary analyses of a randomised, placebo-controlled trial (the AIM study)",2020
"1197",32629112,NA,"Antibiotic route and duration of therapy for cellulitis: data extracted from a multi-center clinical trial",2020
"1198",32609980,NA,"Randomized Trial of Amoxicillin for Pneumonia in Pakistan",2020
"1200",32028286,NA,"10-Day Versus 14-Day Quadruple Concomitant Nonbismuth Therapy for the Treatment of Helicobacter pylori Infection: Results From a Randomized Prospective Study in a High Clarithromycin Resistance Country",2020
"1201",32598243,NA,"What Should be Done for Perforation of the Gallbladder During Laparoscopic Cholecystectomy: Prophylaxis or Treatment?",2021
"1202",32546269,NA,"Short-course antibiotic regimen compared to conventional antibiotic treatment for gram-positive cocci infective endocarditis: randomized clinical trial (SATIE)",2020
"1203",32484534,NA,"Effect of C-Reactive Protein-Guided Antibiotic Treatment Duration, 7-Day Treatment, or 14-Day Treatment on 30-Day Clinical Failure Rate in Patients With Uncomplicated Gram-Negative Bacteremia: A Randomized Clinical Trial",2020
"1204",32487263,NA,"Duration of antibiotic therapy in critically ill patients: a randomized controlled trial of a clinical and C-reactive protein-based protocol versus an evidence-based best practice strategy without biomarkers",2020
"1205",32301701,NA,"Effects of antibiotics on prevention of infection, white blood cell counts, and C-reactive protein levels at different times in the perioperative period of cesarean section ",2020
"1206",32398065,NA,"An antibiotic stewardship programme to reduce inappropriate antibiotic prescribing for acute respiratory infections in rural Chinese primary care facilities: study protocol for a clustered randomised controlled trial",2020
"1207",32398341,NA,"Bacteremia Antibiotic Length Actually Needed for Clinical Effectiveness (BALANCE) randomised clinical trial: study protocol",2020
"1208",32378802,NA,"Effect of bile duct clamping versus no clamping on surgical site infections in patients undergoing pancreaticoduodenectomy: a randomized controlled study",2020
"1209",32011378,NA,"Does an Antimicrobial Incision Drape Prevent Intraoperative Contamination? A Randomized Controlled Trial of 1187 Patients",2020
"1210",31999314,NA,"Effect of high-dose rifampicin on efavirenz pharmacokinetics: drug-drug interaction randomized trial",2020
"1211",31851093,NA,"Efficacy of modified esomeprazole-amoxicillin dual therapies for Helicobacter pylori infection: an open-label, randomized trial",2020
"1212",32361220,NA,"Clinical impact of lung ultrasound monitoring for diagnosis of ventilator associated pneumonia: A diagnostic randomized controlled trial",2020
"1213",32281393,NA,"Impact of Cardiac Implantable Electronic Device Infection: A Clinical and Economic Analysis of the WRAP-IT Trial",2020
"1214",32188326,NA,"Healthcare resource utilization in a phase 3 study of CPX-351 in patients with newly diagnosed high-risk/secondary acute myeloid leukemia",2020
"1216",32334478,NA,"Efficacy of Omeprazole, Tetracycline, and 4 Times Daily Dosing of Amoxicillin in Helicobacter pylori Eradication in Limited Resource Area in Bhutan: A Prospective Randomized Trial (BHUTAN Study)",2020
"1217",32176792,NA,"Pharmacokinetics and Pharmacodynamics of Linezolid in Patients With Sepsis Receiving Continuous Venovenous Hemofiltration and Extended Daily Hemofiltration",2020
"1218",32170033,NA,"Randomised trial of azithromycin to eradicate Ureaplasma in preterm infants",2020
"1220",32139102,NA,"Does negative pressure wound therapy with irrigation improve clinical outcomes? A randomized clinical trial in patients with diabetic foot infections",2020
"1221",32044943,NA,"Effect of Vancomycin or Daptomycin With vs Without an Antistaphylococcal β-Lactam on Mortality, Bacteremia, Relapse, or Treatment Failure in Patients With MRSA Bacteremia: A Randomized Clinical Trial",2020
"1222",32047014,NA,"Hospital-wide ELectronic medical record evaluated computerised decision support system to improve outcomes of Patients with staphylococcal bloodstream infection (HELP): study protocol for a multicentre stepped-wedge cluster randomised trial",2020
"1223",32030921,NA,"Comparison of 7- and 14-Day Eradication Therapy for Helicobacter pylori with First- and Second-Line Regimen: Randomized Clinical Trial",2020
"1224",31944502,NA,"4-month moxifloxacin containing regimens in the treatment of patients with sputum-positive pulmonary tuberculosis in South India - a randomised clinical trial",2020
"1225",32088687,NA,"Efficacy of infection control pathway in reducing postoperative infections in patients undergoing neurosurgery",2020
"1226",31981713,NA,"High-dose rifapentine with or without moxifloxacin for shortening treatment of pulmonary tuberculosis: Study protocol for TBTC study 31/ACTG A5349 phase 3 clinical trial",2020
"1227",31968697,NA,"Influence of Dietary Advice Including Green Vegetables, Beef, and Whole Dairy Products on Recurrent Upper Respiratory Tract Infections in Children: A Randomized Controlled Trial",2020
"1229",32004317,NA,"Evaluation of a clinical decision rule to guide antibiotic prescription in children with suspected lower respiratory tract infection in The Netherlands: A stepped-wedge cluster randomised trial",2020
"1230",31983158,NA,"Comparison of 10-Day Course of Triple Therapy Versus 14-Day Course for Eradication of Helicobacter pylori Infection in an Indonesian Population: Double-Blinded Randomized Clinical Trial",2020
"1231",31771081,NA,"Prolonged intravenous immunoglobulin treatment in very low birth weight infants with late onset sepsis",2020
"1232",31744020,NA,"Ultrasound guided central line insertion in neonates: Pain score results from a prospective study",2020
